actor,date,external_actors,text_en
SAC (SSPC) 1,18/10/2022 17:00,West,The Irrawaddy is saying that it should not be the case that a prominent figure in Myanmar is being prosecuted for taking a few hundred thousand US dollars and a small 7 pisas of gold from Maung Weik and Kyi Phyo. #Phosi
SAC (SSPC) 1,18/10/2022 18:06,"Russia, West","Has the data reached the National Security Council?
* **
The current social media buzz is that more than 2,000 pieces of information from George Soros’s Open Society Foundation have been hacked by a Russian hacker group…
-
What’s included is that Soros reported to the FBI that it contained – immigration issues – political strategies of the countries concerned – weaknesses of the countries, etc. The US has admitted that it was hacked…
-
What’s special is that the more than 2,000 pieces of information that were hacked include hundreds of secrets that were compromised with Daw Su Kyi.
It’s interesting to see which parties and organizations are involved…
-
It’s a coincidence that Daw Su Kyi’s media outlets have been reporting on Daw Su Kyi’s statements, In addition to the detailed description of the events that took place, the court also reports one crime after another and imposes increasing penalties... -
So, it is doubtful that Russia has transferred the hacked Myanmar information of Open Society to the NSA. -
Now, let's wait and see what will happen on the high stage. #KT https://m.facebook.com/story.php?story_fbid=pfbid02EFmC9eww22FMaxPsESSz9mSdxyqczGfJzL49CUyjK3z5HvZwLx4LcfHcrw59y78Hl&id=100086957463348"
SAC (SSPC) 1,18/10/2022 20:52,China,"Does Interpol support the one-China policy?

Interpol has rejected Taiwan’s observer status. 

The agency has recognized China as its sole representative since 1984, its chief Jurgen Stock said on Monday.

The 90th Interpol General Assembly confirmed that Taiwan is part of the Chinese mainland under the policy, and Beijing is already a member, so it cannot be granted observer status. 

Nancy Pelosi is also being questioned about whether she wants to disrupt the peace.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,18/10/2022 21:18,Russia,"Russian Attacks Damage 30 Percent of Ukraine’s Power Plants

NOM October 18, 2022

Ukrainian President Volodymyr Zelensky said that since October 10, Russian cruise missile and drone attacks have damaged about 30 percent of power plants across Ukraine.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,18/10/2022 22:58,West,"US scientists have created a new deadly Covid strain.

Lab team behind the strain accused of “playing with fire”

Scientists at Boston University say they have created a new strain of Covid-19 with an 80% fatality rate by combining the original Wuhan strain with the highly contagious Omicron variant of the coronavirus. The research, which echoes the experiments that are believed to have first created the virus, has sparked outrage.
In a research paper published last week, scientists explained that they isolated the spike protein of the Omicron strain and combined it with the “backbone” of the original strain that circulated in early 2020. This created a “virus that is highly resistant to vaccination … and causes a “severe disease” in lab mice, 80% of which died during the experiment, the paper said.
They admitted that their strain was less likely to be fatal in humans than in mice, but they found that it produced five times more viral particles in human lung cells grown in the lab than the Omicron strain."
SAC (SSPC) 1,18/10/2022 23:16,West,"🇺🇸First Lady Jill Biden, wife of US President Joe Biden, was booed by fans at an American football game. The incident occurred during a game between the Dallas Cowboys and the Philadelphia Eagles. She was booed as she was choosing a field before the game. 

She is the honorary captain of the Philadelphia team and was attending the game to promote the White House's Cancer Moonshot program. She entered the field with cancer patients, survivors and their families and was greeted by the Dallas fans, who chanted ""let's go Brandon"" as they greeted the president. 

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 00:17,Russia,"A delegation from Myanmar will attend the First International Conference on Far Eastern Science and Practical Training in Diagnostic and Therapeutic Medicine with Atomic Radiation Technology to be held in Ulan-Ude, The Republic of Buryatia, Russian Federation."
SAC (SSPC) 1,19/10/2022 00:17,"Russia, Thailand","Myanmar delegation to attend 1st International Workshop on Far Eastern Science and Radiological Technology to be held in Ulan-Ude, The Republic of Buryatia, Russian Federation

Nay Pyi Taw October 18

Five (5) specialists from the Ministry of Defense and the Ministry of Health departed Yangon for the Russian Federation via Bangkok, Thailand, at 4:30 PM today to attend the 1st International Workshop on Far Eastern Science and Radiological Technology to be held in Ulan-Ude, The Republic of Buryatia, Russian Federation.

The meeting was held as part of the Prime Minister's working visit to the Russian Federation. Specialists from around the world, including Myanmar, will attend the meeting to discuss the diagnosis and treatment of diseases using nuclear radiation technology, as well as exchange experiences with international experts. This will provide a lot of support for the health care industry in the field of cancer diagnosis and treatment using nuclear radiation technology in our country, and we will be able to share good experiences from abroad."
SAC (SSPC) 1,19/10/2022 00:23,"ASEAN, Russia","Russia, including ASEAN countries, has been specially invited to attend and purchase at the annual jewelry fair, which will be sold in euros."
SAC (SSPC) 1,19/10/2022 00:37,Thailand,"DVB says war action film, which is aiming to win an Oscar, is being shown in half-heartedly in refugee camps on the Thai-Myanmar border. #FoSi"
SAC (SSPC) 1,19/10/2022 03:04,Thailand,"Car bomb planted in front of Linthiri Supermarket in Myawaddy 

NOM October 18, 2022

Security forces removed a car bomb planted in a Pajero in front of Linthiri Supermarket, at the junction of Bayintnaung Road and U Aung Zeya Road, in Myawaddy on the evening of October 18.

Linthiri Supermarket is owned by Major Mothon of the BGF and terrorists often carry out bomb explosions near the area.

Locals said the bomb was likely transported from near Bridge No. (1) on the Thai side to Ye La Kyun and planted in Myawaddy No. (1) ward.

The bomb was connected to four large gas cylinders to make it explode. Locals also said that the bombs that exploded violently in Myawaddy in the past few days may be similar to this bomb.

News Of Myanmar NOM
 
 Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 03:06,Russia,"🇮🇷 🇷🇺 Iranian authorities have said that Iran will send more missiles and drones to Russia in defiance of the West. 

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 12:43,"Humanitarian, Russia","The Western media is poisoning the Ukrainians with news -
Since March, 
the news that ""Russian missiles have been cut off"" 
has been 
regularly published in the Western media.
The latest 
is from October 18 ...
_ ___
Our 
media are also reporting that 
the military 
is running out of soldiers 
and is disbanding 
and that the 
army will soon be defeated 
and that 
it has been writing for about two months since he took power 
and that 
until today ..
-
After this big 
#KT 
  https://m.facebook.com/story.php?story_fbid=pfbid02m41Ajj2qGUjpWJtRntwTDcQpE7mpgjfm3pWc9rxuPWXvy9Ur8dmxzwFPaPvtZeyTl&id=100086957463348"
SAC (SSPC) 1,19/10/2022 14:36,West,"🇺🇸 🇲🇽Mexican border town sees nearly double number of migrants waiting to cross US border 

The mayor of the southern Mexican town of San Pedro Tapanatepec, Humberto Parrazales, said there are an estimated 14,000 migrants waiting to cross the US border, a nearly double increase. The number of migrants crossing the Mexico-US border each year has been increasing significantly, causing headaches for US immigration and border officials, and criticism of the Biden administration's policies has increased in recent years. 

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 15:08,India,"🇧🇾🇮🇳Belarus in talks with India to produce drones

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 15:51,Russia,"🇪🇺🇷🇺EU countries say they will block Russia but not harm us 

Some EU countries have said they did not agree to restrictions on industries that benefit their countries when discussing new sanctions on Russia over the war in Ukraine. 

Belgium defended the restrictions on Russian diamonds during the new restrictions, while Greece is trying to defend its right to transport Russian oil. France and other EU countries also continue to import Russian nuclear fuel. [New York Times]

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 16:29,Russia,"🇺🇦🇷🇺☢️ ⚠️Ukrainian forces fail to seize Zaporozhye nuclear power plant 

NOM October 19, 2022

Ukrainian forces have failed to retake the Zaporozhye nuclear power plant after landing in the city of Energodar by boat. According to local authorities, the fighting lasted for several hours and Russian forces were able to repel the Ukrainian attack.

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,19/10/2022 20:10,West,"Biden announces plans to tap US strategic oil reserves ahead of November 8 midterm elections 

NOM October 19, 2022

Citing sources, Reuters reported that US President Joe Biden is planning to tap the US strategic oil reserves to prevent a spike in oil prices ahead of the November 8 midterm elections.

This week, he announced plans to tap an additional 14 million barrels, and has already said he will tap up to 180 million barrels of oil from the reserves in May. Oil companies will be allowed to produce up to 26 million barrels for fiscal year 2023. It remains to be seen how this announcement will benefit the American people. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 00:14,"Thailand, West","2022 Mid-Year Myanmar Gems and Jewelry Exhibition Begins

Nay Pyi Taw October 19

The first day of the 2022 Mid-Year Myanmar Gems and Jewelry Exhibition was held this morning at the Mani Yadanar Jade Hall in Nay Pyi Taw, which was bustling with local and foreign gem traders. 

Starting in the morning, local and foreign gem traders enjoyed viewing the pearl sets, jade, gem sets, and raw jade sets displayed in designated areas outside the hall. 

Then, gem traders submitted their price bids for the pearl sets, gems, and jade sets to be sold through an open tender system into the relevant tender boxes. 

A total of (400) pearl sets, (120) gem sets, and (2150) jade sets will be sold at the gem exhibition. The floor price for the pearl sets is set in US dollars, and foreign gem traders will pay in US dollars, In yuan and Thai baht, and in kyats by local jewelry dealers, the floor price for gemstones and jade sets is set in euros, and foreign jewelry dealers must pay in dollars, euros, yuan, and Thai baht, and in kyats by local jewelry dealers.

In addition, gemstone and jewelry shops are also open in the Maniyadan Jade Hall, which is crowded with visitors and buyers.

The exhibition will be held from October 19 to 25, and pearl sets will be displayed on October 19 and sold on October 20 and 21. Gemstone sets will be displayed from October 19 to 21 and sold on October 22. Jade sets will be displayed from October 19 to 22 and sold on October 23 to 25."
SAC (SSPC) 1,20/10/2022 16:06,Russia,"🇺🇦❌🇰🇿 Ukraine adds Kazakh president to list of enemies for refusing to recognize Russian aggression 

Ukraine has added Kazakh President Kassym-Jomart Tokayev, who has refused to recognize Russia's aggression against Ukraine, to a list of those who have made threats against Ukraine. The list is compiled from a database and includes other prominent figures. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 18:16,Russia,"Zelensky fires ambassador who said kill as many Russians as possible 

NOM October 20, 2022

President Zelensky has fired Ukraine's ambassador to Kazakhstan after he said in an interview that he would kill as many Russians as possible. Vrublevsky made the controversial remarks during an interview with a Kazakh video blogger in August. 

""We are trying to kill as many Russians as possible, the more we kill Russians, the less our children will have to kill Russians, that's it,"" he said. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 19:08,West,"US F35A Lightning II fighter jet crashes

NOM October 20, 2022

A US Air Force F35A Lightning II fighter jet crashed at Hill Air Force Base, Utah, USA, at 6:15 p.m. local time on October 19.

The fighter jet crashed at the end of the airfield's runway, and the pilot was able to eject in time.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 19:09,West,"US F35A Lightning II fighter jet crashes

NOM October 20, 2022

A US Air Force F35A Lightning II fighter jet crashed at Hill Air Force Base, Utah, USA, at 6:15 p.m. local time on October 19.

The fighter jet crashed at the end of the airfield's runway, and the pilot was able to eject in time.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 20:31,West,"🇺🇦Former US President Donald Trump's son 

""Last month I made $40 billion working from home,"" 

mocking Ukrainian President Zelensky's request for financial assistance. The 

post was made on Telegram and was accompanied by a cartoon. 

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,20/10/2022 21:08,China,"🇨🇳🇲🇲We are pleased to hear that the Myanmar Air Force has purchased (40) FTC 2000 G multi-role fighter jets to replace its aging F-7 and A-5 bombers/fighters.

The number of pilots who have been killed/injured by some of these aircraft is not small.

The FTC 2000 G, a twin-engine, supersonic trainer aircraft, is manufactured by the Chinese-based Guizhou Aviation Industry Corporation (GAIC). It is also used by both the Chinese Air Force and Navy.

As the name suggests, it can perform training flights, aerial reconnaissance/search/reconnaissance, close air support for ground forces, electronic countermeasures, air escort, etc.

(In the days when there was nothing, the T-33 and PC 6/7 aircraft..I remember the duties they carried out😔)

Although it is not a world-class aircraft..but its price is worth it..

(Around 8 million dollars per aircraft..is nothing in this era ✈️)

If you look more closely, you will see the warm
threads of the existing China-Myanmar-two-country relations..☃️

🎄May you be happy..💧

(Lay Lwin MAf"
SAC (SSPC) 1,20/10/2022 22:32,China,"Facebook's Chinese counterpart
came to tell me that the post was Community Standards
encouraging rebels, encouraging terrorism
😂"
SAC (SSPC) 1,20/10/2022 22:42,West,"[ Photo ]
UK Prime Minister Liz Truss resigns, setting a new record for the shortest tenure in history after just six weeks in office."
SAC (SSPC) 1,20/10/2022 22:43,West,"UK Prime Minister Liz Truss resigns, 
setting a new record for the shortest tenure in history after just 
6 weeks in office."
SAC (SSPC) 1,20/10/2022 23:12,West,"🇪🇺❌🌎EU diplomat apologizes for comparing Europe to a garden, calling the outside world a jungle

The EU’s high representative for foreign affairs and security policy, Josep Borrell, has apologized for comments he made in which he compared the outside world to a forest, saying the comments were not intended to incite racism. 

At a swearing-in ceremony at the European Diplomatic Academy in Bruges, Belgium, last week, he said “Europeans live in a garden,” calling the outside world a jungle. The comments sparked outrage on social media and in the global diplomatic community. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,21/10/2022 00:16,China,"Some news of a pre-planned coup attempt by Geng Xiao, a 
vice general who has a 
friendly relationship with China and a 
military 
hardliner, and Guan Maw, a 
general who has a 
good relationship with the NLD community and has 
public support, 
has emerged widely in Laiza. 
-
Given the past history of the KIO/KIA, 
it is likely that this will happen again. Whether or not 
remains to be 
observed... .
#KDN Channel
#KT"
SAC (SSPC) 1,21/10/2022 00:16,Thailand,"⏺Is there a possibility of another power struggle?⏺
* *
We have heard from reliable KIO sources that the current KIO chairman, N Ban La, will be 
removed and replaced by the KIA commander-in-chief, 
the Gam Shaung group. 
-
Although the current KIO chairman, N Ban La, is 
now old and 
no longer able to continue his duties, 
he has not resigned from his position, and 
there has been no 
attempt to appoint a successor to the chairmanship. 
-
To recap the history, 
the KIO was 
established on 
October 25, 1960, and the first chairman was 
La Htaw Zaw Seng. 
-
The third chairman of the KIO, 
General Zaw Mai, was one of the leaders who signed a ceasefire agreement with the Burmese military government in 
1994 to achieve peace in Kachin State, and after his retirement, he remained 
a person who always 
wanted to 
achieve peace in Burma. 
-
The first assassination within the KIO
In 1975, KIO leaders 
Zaw Seng, Zaw Tu and Zaw Dan were assassinated by a group led by Zaw Tu at the Than Poe camp on the Thai border.
-
The 2001 coup within the KIO
======
In February 2001, Nban La and 
Lasan Aung Wah, who had taken control of the Laiza headquarters and had 
secured peace with the Burmese military government, threatened and pressured the KIO chairman, 
Zaw Mai, to resign. 
-
Later, due to the mediation of some members of the central committee, 
U Lamung Tu Jai was appointed as the KIO chairman.

-
Similarly, another attempt to take power emerged.

-
This was none other than Lasan Aung Wah, who had attempted to take power with Nban La in 
2001, and who was in charge of KIA national intelligence in 
2003, who had conspired with exiled Kachin organizations, including KIO 

Vice Chairman 1, to overthrow KIO Vice Chairman 2 and 
Secretary, but 
they were unsuccessful.

Then Lasan Aung Wah fled with some KIA members and later took refuge under the Burmese military government, and has been carrying out local development and security 

duties as a militia in the Gwethu area of ​​Waingmaw Township to this day.
-
With the collapse of peace, could another power struggle continue?
======
After the death of KIO Chairman U Lamung Tu Jai, U Zaw Hla was elected as 
KIO Chairman in 2006. 
During this period, talks between the Burmese military government and the KIO/KIA continued for a permanent peace and transition. 
-
This did not succeed, and the government declared the KIA back on the original list of insurgents. 
-
The 17-year peace that began in 1994 was soon shattered. On June 9, 2011, a dispute between the two sides near the Tarpein Hydroelectric Power Plant in Momauk Township, Kachin State, led to a resurgence of fighting. 
-
In this situation, Despite repeated discussions between the military and the 
KIO/KIA, 
some bilateral agreements were reached, 
but peace was still far away because the 
KIO chairman U Zaung Hara, who wanted peace, 
could not 
prevail over the Nbangla group. 
-
Then, in January 2018, the KIO 
chairman was dismissed from his post on health grounds, and Nbangla has been the new 
KIO chairman until now. 
-
During the current NSA government, the KIO/KIA 
joined forces with the 
NUG, which was declared an illegal government, and 
revolted against the existing government. 
-
In addition, the NUG, NLD, and PDF affiliated groups were allowed to 
grow and establish themselves in the areas they controlled, 
and refused to attend the 
peace talks invited by the NSA. 
-
Recently, the KIO Chairman, General Nban La, who is old and in poor health,"
SAC (SSPC) 1,21/10/2022 01:05,Russia,"If you want to know about Russia-Ukraine
Just join that channel
It's faster than RT News..
I've even added him to my Jion ❤️
https://t.me/zkra1t"
SAC (SSPC) 1,21/10/2022 17:55,West,"🇺🇸🇺🇦 Biden says he would be concerned about Ukraine aid if Republicans win midterm elections

President Joe Biden said on November 8 that he would be concerned about Ukraine if Republicans win the midterm elections. He said he was concerned about the potential for U.S. aid to Ukraine if he controls either one or both houses of Congress. 

Biden spoke while in Pittsburgh to campaign for Democratic Rep. John Fetterman. House Republican Leader Kevin McCarthy also said that if Republicans win the midterm elections, the possibility of providing aid to Ukraine would be diminished. 

News Of Myanmar NOM 

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 02:02,West,"🇮🇷❌🇺🇸Iranian Navy Seizes Two US Navy Drones in Red Sea

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 02:23,West,"🇺🇦🇪🇺🇸Ukraine government demands three to four billion euros per month from the European Union and the United States 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 03:29,"China, Thailand, West","The Myanmar Investment Commission has approved 13 new investment projects.

The investment amount of these projects is US$198.017 million and Ks167,366.399 million, which will create 5,685 local job opportunities.

The Investment Commission held its (4/2022) meeting on October 21 and approved the projects.

The meeting approved 13 new investment projects in the electricity sector, industry, agriculture, hotel and tourism, service sector, and housing and construction sectors, including capital increases for 11 ongoing investment projects.

Out of 52 countries/regions investing in Myanmar as of the end of September 2022, the countries/regions that invested the most were Singapore, China, and Thailand."
SAC (SSPC) 1,22/10/2022 15:18,West,"KNU and Ethnic Bigotry
* ***
The KNU is an organization that has been 
established for over 60 years with ethnic bigotry...
-
There are 7 townships in Kayin State... In those states, 
if you look at the percentage, 
60% are Karen and 
40% are other ethnic groups...
-
However, in prominent cities like Myawaddy and Baam, 
the number of other ethnic groups living is much higher than the Karen.
-
What I want to talk about this time is that 
the people who are in Kayin State and 
PDFs should know about the KNU's ethnic 
policy...
-
First, look at the KNU's battles, which are reinforced by PDFs.
According to the death toll, 
the PDFs have 
more deaths than the KNU.
Isn't this a form of ethnicism that weakens and weakens each other?
-
Isn't it a form of ethnicism that uses PDFs to force people from prominent cities in Karen State to fight?
-
The KNU, which has been profiting from Western money and fighting for its own people, is now profiting from NUG money and giving it back to its own people.
-
The KNU's slogan for over 60 years is ""the welfare of the Karen people""...
-
But the phrase that has been used recently has changed to ""oneness with the people,"" so the people and PDFs in Karen State need to be careful...
-
In the future, if the PDFs break away and fight the KNU again, the KNU will collapse...
If it doesn't collapse, the PDFs will be the ones who will be kicked out.
I'm sure...
-
I don't like being attacked by my own race, 
I want to tell the PDFs who are fighting with the KNU..
""Let them understand the KNU's bigotry.""
(I'm sorry)
Lin Nay
#KT 

https://www.facebook.com/100086957463348/posts/pfbid0rrbKBkDu8ipVg62f6HcrerTJgC5QGyfEd7DaAcLoi4STf5DqLgmLytmVgTxJETDBl/"
SAC (SSPC) 1,22/10/2022 15:56,West,"Company employee couple shot dead by PDF terrorists in U Kyin Oo Market, Dagon North

NOM October 22, 2022

A company employee couple who were shopping at U Kyin Oo Market, Ward (32) of Dagon Myothit North Township, Yangon Region, were shot dead by PDF terrorists at 9:45 a.m. on October 22, leaving the husband dead and the wife seriously injured.

Focus Star Company Sales Manager U Aung Pyae Phyo and his wife Ma Amy Hlaing were shopping at U Kyin Oo Market when two PDF terrorists arrived on a motorcycle and opened fire. U Aung Pyae Phyo died at the scene after being shot with five bullets in the head, arm, and back, while Ma Amy Hlaing suffered a stab wound to the abdomen and a bullet wound to the thigh (critical).

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 18:01,West,"🇺🇸⛽🇪🇺France condemns US gas price manipulation 

French President Macron has condemned the US's double standard for charging European countries 3 to 4 times more than domestic prices. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 18:17,Russia,"It is strange that a country that has been blacklisted many times in the past has been blacklisted again. The main thing is that it is not more than a sanction from 38 member countries. Foreign businesses that do not invest can be stopped. The reason they are doing this is because Myanmar will soon start using Russian MIR bank cards, so they have prepared a two-step plan. The Burmese people are illiterate and uneducated so that $100 can be converted into 3,700 Myanmar kyats. These dog-begging media are at the top of the list of those who want to spread rumors and quickly destroy the country. #ຫົນານ"
SAC (SSPC) 1,22/10/2022 22:03,China,"🇨🇳Former Chinese President Hu Jintao dragged from Communist Party Congress 

Former Chinese President Hu Jintao was dragged by security guards during the closing ceremony of the ruling Communist Party Congress in China. Hu Jintao, who was sitting to Xi Jinping’s left, was led from the main hall by two security guards, a Reuters reporter said. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 22:03,China,"🇨🇳Former Chinese President Hu Jintao dragged from Communist Party Congress 

Former Chinese President Hu Jintao was dragged by security guards during the closing ceremony of the ruling Communist Party Congress in Beijing. Hu Jintao, who was sitting to Xi Jinping’s left, was led out of the hall by two security guards, a Reuters reporter said. 

Video footage released by a news agency showed a security guard repeatedly trying to get Hu to get up from his seat, and nearby officials looked on in concern. Hu Jintao reached for a folder from Xi Jinping’s side before leaving, but Xi held it down with his hand. 

Hu Jintao appeared to refuse to leave, while Xi Jinping watched the incident calmly. There were also exchanges with security guards, and towards the end, Hu Jintao tapped Xi Jinping on the shoulder and said something, which Xi replied without even looking back. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 22:07,China,"🇨🇳President Xi Jinping has been elected for his third five-year term as leader of the Communist Party of China. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,22/10/2022 23:00,Russia,The impact of Russian artillery in the Battle of Bakhmut.
SAC (SSPC) 1,23/10/2022 01:31,UN,"Central Bank of Myanmar Press Release on the FATF Chairman’s Statement on Myanmar

1. The Financial Action Task Force (FATF) Plenary Session was held at the FATF headquarters in Paris, France, on 20 and 21 October 2022. The sessions were attended by a Myanmar delegation, representatives of the International Monetary Fund, 106 global network members and observer organizations, as well as representatives from the United Nations, the World Bank, INTERPOL and the Egmont Group of Financial Intelligence Units. The statement on Myanmar was issued by FATF Chairman T. Raja Kumar.

2. Myanmar has been moved from the list of Jurisdictions under increased monitoring to the list of High-Risk Jurisdictions subject to a Call for Action, but it is not at the same level as North Korea and Iran, which are already on the Black List, and is being placed on the list of Jurisdictions subject to a FATF call on its members and other jurisdictions to apply countermeasures. 

3. All countries and regions in the world, including Myanmar, are required to comply with the 40 Recommendations issued by the FATF. The 40 Recommendations include: Anti Money Laundering (AML), The measures include Countering the Financing of Terrorism (CFT) and Targeted Financial Sanctions of Proliferation. Myanmar is not a member of the FATF, but is a member of the Asia Pacific Group on Money Laundering (APG), a regional group formed by the FATF. 

4. Myanmar is implementing the FATF recommendations. During the initial assessment, it failed to meet more than 20 of the 40 recommendations within the specified time frame, but has now met 24 of them. 

5. Myanmar was previously on the same list from June 2011 to June 2016. Based on the experience gained in February and the previous release, we are working to quickly release the list and have drawn up an action plan to be implemented within the next year. 

6. Myanmar will only face enhanced due diligence (EDD) by foreign banks when making money transfers abroad, so the relevant banks will be able to continue to ask the usual questions and request evidence of money transfers. The inclusion of Myanmar in the list of high-risk countries and regions that have been requested to carry out screening activities is not a serious situation for Myanmar, so there is no need for the public to be overly concerned. We would like to inform you that we will not commit fraud in the financial market due to this inclusion and that we will take necessary action if we find any activities that do not comply with the regulations of the Central Bank of Myanmar."
SAC (SSPC) 1,23/10/2022 01:34,UN,"Central Bank of Myanmar Press Release on the FATF Chairman’s Statement on Myanmar

1. The Financial Action Task Force (FATF) Plenary Session was held at the FATF headquarters in Paris, France, on 20 and 21 October 2022. The sessions were attended by a Myanmar delegation, representatives of the International Monetary Fund, 106 global network members and observer organizations, as well as representatives from the United Nations, the World Bank, INTERPOL and the Egmont Group of Financial Intelligence Units. The statement on Myanmar was issued by FATF Chairman T. Raja Kumar.

2. Myanmar has been moved from the list of Jurisdictions under increased monitoring to the list of High-Risk Jurisdictions subject to a Call for Action, but it is not at the same level as North Korea and Iran, which are already on the Black List, and is being placed on the list of Jurisdictions subject to a FATF call on its members and other jurisdictions to apply countermeasures. 

3. All countries and regions in the world, including Myanmar, are required to comply with the 40 Recommendations issued by the FATF. The 40 Recommendations include: Anti Money Laundering (AML), The measures include Countering the Financing of Terrorism (CFT) and Targeted Financial Sanctions of Proliferation. Myanmar is not a member of the FATF, but is a member of the Asia Pacific Group on Money Laundering (APG), a regional group formed by the FATF. 

4. Myanmar is implementing the FATF recommendations. During the initial assessment, it failed to meet more than 20 of the 40 recommendations within the specified time frame, but has now met 24 of them. 

5. Myanmar was previously on the same list from June 2011 to June 2016. Based on the experience gained in February and the previous release, we are working to quickly release the list and have drawn up an action plan to be implemented within the next year. 

6. Myanmar will only face enhanced due diligence (EDD) by foreign banks when making money transfers abroad, so the relevant banks will be able to continue to ask the usual questions and request evidence of money transfers. The inclusion of Myanmar in the list of high-risk countries and regions that have been requested to carry out screening activities is not a serious situation for Myanmar, so there is no need for the public to be overly concerned. We would like to inform you that we will not commit fraud in the financial market due to this inclusion and that we will take necessary action if we find any activities that do not comply with the regulations of the Central Bank of Myanmar."
SAC (SSPC) 1,23/10/2022 02:34,UN,"The New Era Has Been Overwhelming

The Central Bank of Myanmar’s Press Release on the FATF Chairman’s Statement on Myanmar

1. The Financial Action Task Force (FATF) plenary meeting was held in Paris, France, on 20 and 21 October 2022. The meetings were attended by a Myanmar delegation, representatives from the International Monetary Fund, 106 global network members and observer organizations, as well as representatives from the United Nations, the World Bank, INTERPOL and the Egmont Group of Financial Intelligence Units. The information on Myanmar was released by FATF Chairman T. Raja Kumar.

2. Myanmar has been moved from the list of Jurisdictions under increased monitoring to the list of High-Risk Jurisdictions subject to a Call for Action, but it is not at the same level as North Korea and Iran, which are already on the Black List, and is being placed on the list of Jurisdictions subject to a FATF call on its members and other jurisdictions to apply countermeasures. 

3. All countries and regions in the world, including Myanmar, are required to comply with the 40 Recommendations issued by the FATF. The 40 Recommendations include: Anti Money Laundering (AML), The measures include Countering the Financing of Terrorism (CFT) and Targeted Financial Sanctions of Proliferation. Myanmar is not a member of the FATF, but is a member of the Asia Pacific Group on Money Laundering (APG), a regional group formed by the FATF. 

4. Myanmar is implementing the FATF recommendations. During the initial assessment, it failed to meet more than 20 of the 40 recommendations within the specified time frame, but has now met 24 of them. 

5. Myanmar was previously on the same list from June 2011 to June 2016. Based on the experience gained in February and the previous release, we are working to quickly release the list and have drawn up an action plan to be implemented within the next year. 

6. Myanmar will only face enhanced due diligence (EDD) by foreign banks when making money transfers abroad, so the relevant banks will be able to continue to ask the usual questions and request evidence of money transfers. The inclusion of Myanmar in the list of high-risk countries and regions that have been requested to carry out screening activities is not a serious situation for Myanmar, so there is no need for the public to be overly concerned. We would like to inform you that we will not commit fraud in the financial market due to this inclusion and that we will take necessary action if we find any activities that do not comply with the regulations of the Central Bank of Myanmar."
